,name,status
7613,رباح عقل عدوان,1.0
23224,عاطفء أم كلثوم افتخار,0.0
11376,سلمان بشار عارف,1.0
20698,أسماك خمارة سلهى,0.0
18662,عيدة إحسان هاء,0.0
7567,سعود مناع راكان,1.0
16133,ختحية انشراف نصشة,0.0
22756,فرناس ؤيث جمعان,0.0
24355,غريب عبووة بارسة,0.0
23170,عابد عبدالباسط نأال,0.0
30945,سلمان حنيفخ فرحغت,0.0
5659,صبا حسني ضاري,1.0
29611,كادي شرجس يزيد,0.0
28918,كيان علاء الديء بر,0.0
26022,جعطر عبتالنور طلأل,0.0
18158,ربيع تالا بقد,0.0
30437,اجتهاد لغنى المغربل,0.0
12566,ساهرة زاهد نورس,1.0
16338,نبال أثير ءيا,0.0
10254,أسماء بطاح ساعف,1.0
9484,رامز منصور عوض,1.0
8003,ذعار رائض لبيب,1.0
19097,ناصح مبارك جهل,0.0
9590,قمر رباح منيع,1.0
3711,لؤي أشقر فاخر,1.0
25259,نجم الدين انشرظف جود,0.0
29,معاد نسيم مطلب,1.0
7686,فخرية أبو بكر بارح,1.0
27058,بائقة منيع نئيه,0.0
20051,حجر فكريط زشد,0.0
20912,راود معن لولوة,0.0
17413,شيلاء غنيم عبدصلنور,0.0
5336,سمراء مجاور كاظم,1.0
22503,نجمرالدين باسلص سلامة,0.0
698,أمية غافر ميلاد,1.0
9752,زبير راسخ بشر,1.0
17536,زجيبة عسدالفتاح عاطفة,0.0
9536,حماد كلاب نزار,1.0
13429,زاهية ليث البراء,1.0
14647,عيسى عبدربه مطلب,1.0
3474,جاسم كامل ظافر,1.0
23080,هبيذة نضال منير,0.0
25410,ذآكر وليفة شيبة,0.0
29297,أضيرة بشار يدهم,0.0
26453,عةدالغني ريمة رجاء,0.0
21731,سمة بررع إسعاد,0.0
17647,ناكئة صارم تليد,0.0
31483,نجم ربشي عوني,0.0
10187,درغام مخلص نجاد,1.0
7688,خلف معتوق شفيع,1.0
7148,وليفة زيدون خليفة,1.0
25704,باء وردة فكري,0.0
11532,أزهار أشقر مرتضى,1.0
25349,تبا نغاس زكية,0.0
1317,سهيلة ضرار داود,1.0
31607,سههرة عبدالرب كعدي,0.0
17155,رؤون حنان ممدي,0.0
30560,عبداممنان جامع بظرية,0.0
9177,لمى نواف بلال,1.0
11982,باركة عباد براء,1.0
12538,مهيوب فؤاد راشد,1.0
4892,أمواج بهجت سرور,1.0
11101,فهيم نبيه نزار,1.0
5300,فدوى سيار عروة,1.0
8294,ليان ضرام حجر,1.0
2722,رهيفة لمعي حجر,1.0
12871,رافقة ناشئ فضيل,1.0
15831,عون جمعإ عبدالرحيم,0.0
21118,إمام نعشان مججهد,0.0
2857,عبيد عايض مجاور,1.0
23312,منقذ شهم سعاد,0.0
29571,ذطامي زين ضيغم,0.0
10098,وفيقة ميثم صقر,1.0
28266,فتوح كماع زين,0.0
16749,عايض ناروق معن,0.0
24787,دهيي غيد ديها,0.0
23335,سؤدد زينة مسلش,0.0
2330,ملحم سامي صباح,1.0
3830,سميرة ظاهر مجيب,1.0
20284,شإبان عكفشة صابر,0.0
29021,رمة قزنة عبدالنوث,0.0
30343,ناصيف بىمة اطيفة,0.0
19683,راجح هائىة عبدالظاهر,0.0
26965,كاملة ليضى خديمة,0.0
28074,رنا رمضاد هدى,0.0
13611,قعقاع حيدر مسفر,1.0
22869,نضيه صائن رجاء,0.0
17712,نجم الدين بهام جمال,0.0
9257,منى جبر عبيد,1.0
7354,رفيق حافظ بارع,1.0
5814,مسك ناشد صائن,1.0
2954,عبدي عقال سادن,1.0
25916,أبوحبكر عجاج مشتاق,0.0
30755,شاكرد إيهاب رافق,0.0
6453,رنا جمعان مشتاق,1.0
13729,رافق عبدالرؤوف صارم,1.0
7706,إحسان عرفة بسيم,1.0
11444,قدري ساجع وفيق,1.0
9880,تيم شاهد نائل,1.0
21835,راتم بارية انجوري,0.0
2402,وتين هيثم المثنى,1.0
26500,أنمار مرزوق قسصم,0.0
17843,مسلمة ريواج حجر,0.0
14147,عليان بليغ مفتاح,1.0
1016,منيع وهاب عنترة,1.0
19084,ذرفة سلام وسام,0.0
18381,خزإنة عوا معصوم,0.0
11953,مزنة سعد رياض,1.0
15059,طارق عشير عقل,1.0
27822,خليل رجء عنود,0.0
13554,هند ثروت عبدالهادي,1.0
19841,كماآ رفاعص ريناد,0.0
16656,شكرية هقشم طريفة,0.0
960,روضة ربيح لبيب,1.0
25988,نور مهند عبدالحي,0.0
27660,شمر إيسد ماريا,0.0
13827,بثينة عبدالحفيظ صفوان,1.0
21901,هبيرص ميثأء نجوانب,0.0
18499,عبادة عاإل جىاح,0.0
29482,عيضة ممدوحة قعقآع,0.0
2433,دارين أمين عبدالشكور,1.0
222,هانئة شفيع ثواب,1.0
3351,روان غلاب سلمان,1.0
14629,مشاري عوف أكبر,1.0
13763,ولاء الدين زاخر فراج,1.0
10685,وارف حسام عكرمة,1.0
9587,رابح لطفي مهدي,1.0
31499,عبدالمجيد رجؤء إيثار,0.0
17746,رضوى نصر راغبه,0.0
10837,إياس براء أسمر,1.0
22989,نفرة عبدالقيوم سناخ,0.0
21408,نبصل شفيق صدام,0.0
30321,مثابة حمبل عبدالباقي,0.0
11548,عويس أهيم بديع,1.0
21831,إيمان رجزية حميد,0.0
739,باسلة معتوق سلومه,1.0
29264,شريح رإال نجلاء,0.0
22338,حسام فاقض مدركة,0.0
14821,ريحانة هيثم حارب,1.0
28414,جوارر عرفة مهيبة,0.0
18852,فيروز إنعإم تليد,0.0
17131,مجاود عز جبران,0.0
22138,اائق سعدة عنيان,0.0
31520,جبرة مقرن باشق,0.0
25103,لبنى عناد ريهام,0.0
3983,كاسب عبدالعظيم عفان,1.0
25320,رضنان غاسب جرير,0.0
16424,عورة قدري بادرة,0.0
8123,ثوبة بهجت ناصيف,1.0
9486,رنيم سيف ساعف,1.0
25770,منعم ربسم ظوقي,0.0
12193,صميم مهند عزت,1.0
30908,السزد رفاعة عبدالفي,0.0
3286,لجينة فهيد ركين,1.0
12829,خلود عمار فريج,1.0
30657,مقبل نحهل حسان,0.0
28843,نيدة موهبة نظؤي,0.0
19848,ريناد صظيب لةينة,0.0
7020,فهيد حسام قائد,1.0
26605,ناهي ضهدة ضيف,0.0
15882,وتب أسعد طيف,0.0
6436,صميم سهيل قيس,1.0
27936,بيان كاتيا ظعن,0.0
30559,رباك ضاري عكرمة,0.0
16254,أشجع إباص هكير,0.0
26808,رنئ جمإلة عليان,0.0
17383,غوث ناشض غصون,0.0
15797,ءطا جوان خالد,0.0
22113,راتآة فاخر نسيب,0.0
28587,معلوف رقبل عبدالمنعف,0.0
23755,وديع إنعام أفشان,0.0
18265,عباو أسعد مغيث,0.0
20166,ملهمة هييرة فياض,0.0
3216,آمنة هاشم مطر,1.0
6571,مغيرة نامي وليف,1.0
16457,أنواج مفتاح أريب,0.0
2517,أبلج جساس سادن,1.0
10725,الجازي فهيم صائن,1.0
15096,بليغة صاعد ميثم,1.0
3432,ممدوح عادل عطاء,1.0
7067,برد نعيم مرتضى,1.0
18344,لسنا قذبس ذيمون,0.0
16390,وهاب سندس عندالرب,0.0
11989,حنظلة ضيغم إدريس,1.0
10597,غيداء سامح فراج,1.0
23664,رفأعة هبة غلبتول,0.0
9123,مزهر سمعان رغيد,1.0
12702,ربيح بشار راشد,1.0
9396,وهبة بكار كهلان,1.0
10625,خميس عبدالرحمن زاهد,1.0
26271,صفوآ عبودة ميلاض,0.0
14753,بارية عزب رباح,1.0
17990,فهيؤ غادة تاعب,0.0
26862,نور عطا أمؤية,0.0
31402,بغرية سيه انتصار,0.0
3430,نهلة عبدالبصير عليان,1.0
1411,سلام عادل عماد,1.0
1379,رعد رماح مشرف,1.0
10463,مظهر فائز حماد,1.0
11579,مكتوم مبارك هود,1.0
4727,متام شهاب طموح,1.0
439,شذى جراح زاخر,1.0
29713,كريمة غيبان زايد,0.0
18716,آرح عطئ تواب,0.0
3393,حجاب عبدالجميل عتاب,1.0
1190,إجلال حسن صارم,1.0
23678,جفر سيف سارح,0.0
29524,أدب مثاوع فارس,0.0
13187,أنهار فيصل خباب,1.0
1448,مغيث سمعون بهيج,1.0
1003,باسطة خويلد شديد,1.0
17650,القيس رردة نشمي,0.0
18068,رجيحة الجوهرة جشان,0.0
3133,مقتدي عبدربه رغيب,1.0
8291,عبدالعزيز مضر وحيد,1.0
2922,عباد أعسر أشقر,1.0
8532,أثير حاتم أبلج,1.0
20929,عشير ملهح احمد,0.0
22249,موزة سنان ةتعب,0.0
26689,رصيطة فياض حميد,0.0
12730,جوري رزق شفيع,1.0
16276,هيفاء أهيم جامحة,0.0
29231,آهم بظرع أالب,0.0
11456,حكمت تائب عبدو,1.0
10445,خلف نهيان نوار,1.0
10988,تامر ضاوي عبده,1.0
10298,بارزة وليد مطيع,1.0
1251,ألفت شهيد عبدالله,1.0
20305,ميا دام هائلة,0.0
10667,مطر مخلص شبيب,1.0
11139,حوراء ناهض تيم,1.0
28637,مطيع أساشة أمجد,0.0
18914,صهاء فائق سبع,0.0
2992,سطام ساري عبدالرزاق,1.0
12383,غصون مسلمة عبدالجميل,1.0
12065,سارح فرناس أنمار,1.0
19750,مرزوق نصاش جابر,0.0
26881,ولئانة قعقاع عبدالمنال,0.0
14225,رافي ضيف حميد,1.0
12334,نبال حجاج نوري,1.0
31246,نصرت موهفة منوى,0.0
13339,مطر جاسم عبدالصمد,1.0
2081,وسام عبيد هاجد,1.0
13634,عمير أمير حارث,1.0
3293,راسم بولا عبدالباسط,1.0
15467,بثينة أكمل عبدالكريم,1.0
3128,بندر لقمان صديق,1.0
23035,شههر قاسم وردة,0.0
3847,فائقة عاكف مبروك,1.0
19079,إنخاف أاطب هبيرة,0.0
5874,نجوانة مرتضى رائد,1.0
18975,مدصك جهفر علوان,0.0
21720,فتحي أيفت خشر,0.0
17662,فضناس راتخة راتب,0.0
7359,بانة ميثم فخر,1.0
9571,جوان وهاب شكري,1.0
22055,زهور سعدذ ميساء,0.0
448,فهيمة رضوان فارع,1.0
12139,وسام صارم راغد,1.0
14215,بائقة رامي شهيد,1.0
22572,مديدة قغس بشر,0.0
31119,هاجر بناصف وفهانة,0.0
29856,سر لينا كندة,0.0
6500,هواري نائل عتاب,1.0
18219,ناجحة مقرث يارا,0.0
22961,فهدة رضوك صابر,0.0
2383,وديعة عدي زهير,1.0
13702,مطاعة عماد زهير,1.0
18053,بدرية مسفل مناير,0.0
13306,ظافر مجيد بارح,1.0
13532,زهور ممدوح ناصر الدين,1.0
28571,مثازة زايد فيضي,0.0
30468,ثائر ىياب وفيق,0.0
13978,فالح كريم نجم,1.0
28831,واسط مبرم إبراهيم,0.0
21894,مقذلة شجن إنباف,0.0
16492,نهأل أسارير يدسف,0.0
18060,رصي عندالبصير نامي,0.0
12722,هانئة حازم نسيم,1.0
10710,عقاب معاذ مارسيل,1.0
25185,نمد الجوري أمنية,0.0
1080,رافد عراد سلطان,1.0
9968,عيضة باسق فهيد,1.0
5391,بهيسة باسم ناصر الدين,1.0
12541,إنصاف قسيم جواد,1.0
15786,تركش ذاكر رجاج,0.0
5432,مروة سميح أزور,1.0
9027,فادي جمعان هاني,1.0
12864,شاهرة رفيع أعسر,1.0
27365,سميحش رأاد ريات,0.0
6666,ثائب مضر زاكي,1.0
14657,سامر فؤاد كنان,1.0
20658,رذيشد عصام ها,0.0
6499,رزان رغيب شعيب,1.0
8521,سنان رائف ظفار,1.0
6061,موفق ثائب فهمي,1.0
23305,سهل ردينة عبدولغفور,0.0
6337,زبير ركين سويد,1.0
11987,صمصام حكيم بسيم,1.0
25224,كععان نجد ساهد,0.0
13705,نورا صفوان أحمد,1.0
7012,فضل معن حاشد,1.0
26438,مدلج حميون نوذي,0.0
25729,عائكة رضوة حكمت,0.0
2057,أنيسة نعمان بسام,1.0
10061,مطاوع عماد جعفر,1.0
29035,معلوف نعمان فاجد,0.0
15097,حاتم ناشر عبادة,1.0
7365,فضيل راشد فواز,1.0
11729,مصعب قاسم راسم,1.0
14808,ابراهيم صميم معد,1.0
25311,حصز سميرة عبدالسلام,0.0
26864,مزنة فهظد حكيم,0.0
31233,ثبدو نوق وليف,0.0
5159,وميض أزور محبوب,1.0
13060,مثاب عيسى شجاع,1.0
2573,عامر فالح سلامه,1.0
27839,صؤلؤة غسان حنبل,0.0
21218,ضهام تماضر ياظم,0.0
11433,إسحاق فالح زاخر,1.0
31479,وائه صحيح هلوى,0.0
29594,تهاني صءوت نشأي,0.0
5876,غلا ناهي شكور,1.0
24305,مسصور عبدالمنان حصة,0.0
19632,أنيسة إدقاك رفععة,0.0
17952,ريهام أتقر ليالي,0.0
1959,هجرس إسلام بهجت,1.0
5122,ماهرة مروان صافي,1.0
26173,راشد عيد عاتكا,0.0
12118,خازن نذير عون,1.0
14000,عدلي رامز رابح,1.0
16546,صزاع أميمة ظفير,0.0
17655,نجلاع أكزم حجثج,0.0
11645,فتحية عبادة راغب,1.0
8564,مناير راكان عبدالحفيظ,1.0
26511,أفناإ سامي ضرار,0.0
11484,رباح راتب شاكر,1.0
19777,النشار بلقيس سلآمه,0.0
22364,رفيص حنيفة عبأدة,0.0
2889,زهير وحيد نعمت,1.0
10573,نظيرة حجاج قاهر,1.0
24018,أغيد شهاب أمجد,0.0
6960,حيدر فيضي حسان,1.0
8052,انبهاج رضا عبدالمطلب,1.0
14706,رابعة عصام ساجع,1.0
7196,رافقة مهدي عبدالقدوس,1.0
16138,سويد علاء الديص ضهف,0.0
4416,خليفة ركين عازم,1.0
11363,ميثاء نصار بهجت,1.0
9800,مغوار أنمار باسم,1.0
30772,سندس أذمن عارف,0.0
11763,معاذ عارف ذعار,1.0
6648,الجوهرة مطلب صدام,1.0
27168,طريفد وآئل قسام,0.0
9966,فاطمة ميمون عشير,1.0
3017,تغلب عتاب رشيد,1.0
14048,منعم نوار علوان,1.0
20199,ناصف شرةفة مديد,0.0
16625,عنود نورس ذجيبة,0.0
2001,ليالي عبدالعظيم أخطب,1.0
25524,فهفة طيب رياض,0.0
23885,حزم عمررن عقلة,0.0
616,حسنية نادر أسعد,1.0
17398,شعماء سصجع ياغب,0.0
29891,غيد غلاأ حهاة,0.0
22031,مسيب إبرلهيم إهليل,0.0
11057,داليا بطرس حاشد,1.0
11959,الحبيب عباد لقمان,1.0
26149,ميادة آية بليغة,0.0
13446,ريمة كهلان مديد,1.0
3038,معمر فهمي راسخ,1.0
21755,أشرم عليم ربىع,0.0
25208,رامي حارس رجب,0.0
11954,مؤيد رمضان عياش,1.0
11880,مطلب الطباخ نجدة,1.0
11942,لباب برهان عبدالجليل,1.0
21563,عبيرة ءمال فاتن,0.0
29443,كيان ساصدة ريهاء,0.0
6531,نورس حميد أرقم,1.0
1572,آمنة نصرت شافع,1.0
7156,عبير مطر فضل,1.0
4772,معتصم خلدون نصير,1.0
21070,حسنذ مفمود طارق,0.0
23002,نبيهة ياخر لبدالقادر,0.0
22470,زبنى رجاء عوف,0.0
28395,شىكر جمعة لجينة,0.0
12026,خزعل رشوان عز,1.0
12759,بسمة بلال عمرو,1.0
28869,فؤاد ؤارف لبيب,0.0
10235,انتصار نعمان هاشم,1.0
21293,غيد عطاإ ذحيى,0.0
28171,سرمى يزيد يمام,0.0
16658,قآقاع عيدة وحيق,0.0
20596,ريصاج أسرار منهل,0.0
6886,عكرمة راضي ضيغم,1.0
24906,نعمان قمم رخاء,0.0
24015,عيسر عذئشة فهام,0.0
20646,فلوح نورت قلاء,0.0
3925,مهرة فرحات معتضد,1.0
8408,ولهانة ربحي بهلول,1.0
26448,بههت زينة فجر,0.0
1852,راتب محمد عبدالحميد,1.0
29777,اعتدال مطلب عبد,0.0
6109,مشرف مصلح شماخ,1.0
24160,نجيحة أايف خنبل,0.0
12318,شوقي جميل فضل,1.0
29771,طميم رغد وارف,0.0
10289,محسن طارق رابح,1.0
28205,باكر نضفل عصام,0.0
13133,مشاعل عباس قصي,1.0
30520,صالد ساهرة فيصل,0.0
31527,عبداللطيف حصيف مكنوم,0.0
6328,رشيد صادر خالد,1.0
22041,بقيم مراد هانن,0.0
19249,فلج شريفة راحيل,0.0
27519,دريد ضاتي شروق,0.0
25673,سمام شيماش بهيسة,0.0
12316,أصيل فكري عدي,1.0
9150,رهيفة وارف غزوان,1.0
11969,فتون عازم سيار,1.0
21737,فهيق صهيب نايت,0.0
18082,نزائ حزيزة عثماذ,0.0
10943,سمير سلامه عبدالكريم,1.0
28103,كسعد أكرم نوار,0.0
22970,منذر عاطفة نسير,0.0
911,هوازن إياد ساجع,1.0
6376,عبدالبصير عقيل رغيب,1.0
13148,مخلصة مستور سنان,1.0
6138,أفراح مبروك عبدالشكور,1.0
5353,عائض ميمون عيسى,1.0
26792,فرحاس مأمون زين,0.0
26172,دانيا غذة رباح,0.0
15750,بيان سظدون كنزى,0.0
3348,إدراك حمدان حمزة,1.0
24551,جتين معصوم بازعة,0.0
5621,سلطانة أرقم حزم,1.0
23742,ضكاء صود زياد,0.0
14467,هنوف صاعد زكريا,1.0
20541,بديق أديب وجدان,0.0
1695,مسعود إسماعيل إسلام,1.0
6385,فتح خازن جدعان,1.0
22062,لمرس جبل نهاد,0.0
9929,تهاني عقاب نشمي,1.0
3626,زهية نديم فتحي,1.0
9995,رفيف بكار معصوم,1.0
13921,رديف عبدالحي أسد,1.0
2387,مسفر إحسان جبر,1.0
17225,كلنب شادر عبدالجبار,0.0
10458,هدى أحنف بدر,1.0
5356,فردوس خلدون بشير,1.0
1702,ميساء بدر رافع,1.0
19896,باسلة شما حسن,0.0
5323,مطر ساعف هاني,1.0
15736,حور إحيان عبدالودود,0.0
26504,سود قادر سطام,0.0
27625,مهدي سجى انصظار,0.0
8696,وميض تليد شهيد,1.0
23004,ضرار ياهرة وسام,0.0
10115,لذة غسان صلاح,1.0
24404,ليذلي رابي خلود,0.0
23658,شهق عبدالمجيد صديق,0.0
14101,سونيا باسق سرمد,1.0
25143,كليب فيلح فشح,0.0
10194,سليم ضياء قسام,1.0
5106,شهاب خويلد رابح,1.0
30144,مقرن مطلق جمنى,0.0
6156,أنمار ميثم منهل,1.0
9754,كامل طامح فخر,1.0
22579,مءلح سيلين عبوالوهاب,0.0
5230,راضي جابر فطين,1.0
31671,عائشة خاجي نسرين,0.0
25918,احذد جيداء نظمي,0.0
16319,شجس الدين غريب وئاب,0.0
6291,رضي عبدالحي غازي,1.0
23915,شحام باسلة بشاير,0.0
16268,رسهم نوار حيدر,0.0
16102,خبدالرقيب نام رضي,0.0
15521,ييناد عبدالرحيم جويرية,0.0
3184,هالة عمر عكاشة,1.0
10336,حور تيم نسيم,1.0
30046,نزيهة أكمل كندس,0.0
28385,شروق صارم بتار,0.0
1639,سطام فضيل عزيز,1.0
366,رمزية فالح مطاوع,1.0
10492,مصلحة محمود عكرمة,1.0
212,عمر سامي فخر,1.0
26191,نبيل زهخر عايض,0.0
1559,العنود إسماعيل سطام,1.0
28685,زهراء ركان ئاهي,0.0
27026,رؤى لثنا ريتش,0.0
30017,شروق مرداق سؤدد,0.0
28923,ريتاف عابد بادي,0.0
4266,ذكية زايد مدحت,1.0
25989,ربيح ناصر الدين حعد,0.0
23872,منضهى عبلة مناحي,0.0
6017,مي نواف ضاهر,1.0
17852,إجلال إسلام باؤزة,0.0
27912,تمانه فاتا بتول,0.0
25308,نجيضة ساجد عبداقواحد,0.0
14238,صمصام نعمان الخضر,1.0
26331,مصبائ سميرة عبسالفتاح,0.0
8869,الجازي ناهل لماح,1.0
11502,عقبة شكري ثروت,1.0
16466,سناض ميار رشوان,0.0
16318,مرهفة ظاهر كءى,0.0
2051,فائز مؤيد شعبان,1.0
4243,ريا مأمون أدعج,1.0
27668,كندة باسغ فريج,0.0
9921,سميرة نشأت سطام,1.0
11218,ألطاف حسن مجاهد,1.0
5401,ناهض ربحي جمال,1.0
13153,حنيفة عازم أمان,1.0
9479,معصومة ظافر محجن,1.0
22976,زثهي عبدالله عابد,0.0
22944,بىيغة صمؤ بشيا,0.0
30454,زاهر رهيف مجعد,0.0
6551,سديم ظفير إياد,1.0
14453,رغال خليل خليفة,1.0
30556,حوناء أنتار زكور,0.0
20232,عبر ريمىس داشد,0.0
15866,سيرين مهيا مصعب,0.0
4187,صابرة عزيز لبيب,1.0
14400,رفيق فالح صفوان,1.0
13759,نورة عروة منهل,1.0
11878,بادي عبدالباسط مرزوق,1.0
30356,اسيمة سمغر أيكم,0.0
518,ظفار مدلج مغيرة,1.0
5442,ضياء مجاور غريب,1.0
7084,غادة خالد قابس,1.0
1732,رافد بلال ماضي,1.0
20553,شؤى خاةن طمرق,0.0
13801,ناهض مظهر ممدوح,1.0
31249,انسجاق شذى يثسف,0.0
10649,جيهان أسعد نعيم,1.0
9171,عرفة حسون شيبة,1.0
22874,راقية عطير عبدالشكور,0.0
1386,ضرام وديع إدريس,1.0
5843,رحاب كليم نعيم,1.0
14902,صابر ضرار فطين,1.0
26812,مجتبى ساعف فبتح,0.0
939,رواء كاظم أغيد,1.0
7193,احمد منان عبودة,1.0
19768,هائلة نعأة عبدالقيوم,0.0
17602,رنمم راغد شهلاء,0.0
30564,درغام نجىد أبيل,0.0
6074,عاكف سلام عطاء,1.0
6576,ميمونة شعبان كليب,1.0
7899,ممدوح جهاد ضرام,1.0
11278,ابتهال أكمل فرناس,1.0
4531,سلوى قابس قابس,1.0
4935,ميس مارسيل مهدي,1.0
21250,مجدم أغاريد ناظم,0.0
17057,نايل نجلاء عبدالعليم,0.0
2984,أكثم فادي باتل,1.0
7181,إيهاب عبدالرقيب برهان,1.0
2836,جلال راغد رديف,1.0
26030,جنادة فاهل سليم,0.0
12867,محسن إيهاب سرور,1.0
17453,رإيف ياسر معمر,0.0
28,وديع لطفي محبوب,1.0
5313,أمنية مقرن حكيم,1.0
8370,فوزي نديم مهاب,1.0
20009,هاشت نوئي أبلج,0.0
12313,شموخ حميد هشام,1.0
7781,ناصر الدين مسلم مروان,1.0
20171,خطاب ريا بجيغ,0.0
28814,وارف هلئل عرفات,0.0
10499,لطفية نسيم عقال,1.0
4221,فهمي خاتم قطامي,1.0
9429,ناهل لطيف جندل,1.0
15956,شبيد ميك عائذة,0.0
2085,سميحة كليم مسلمة,1.0
3778,رابعة شوكت مجدي,1.0
7414,لبنى ضاري عليان,1.0
1726,دنيا سيد صقر,1.0
11182,جواهر السيد عشير,1.0
12048,مجيبة ماجد ناصر,1.0
11751,جوان حاشد سداد,1.0
2155,زهرة رضا راجح,1.0
2660,بارع سمعان نصير,1.0
26608,نبال هزاع مشيع,0.0
8349,رجاء جرير بسام,1.0
19532,ولضف شهد أسلم,0.0
19302,بطةس نلبتول مهيب,0.0
8159,سالي مشرف فائق,1.0
2520,بسيم كمال جمعان,1.0
20963,عذبل ىريح عبدالبصير,0.0
26627,نجءاء ناجدة سلومه,0.0
28863,أوصاف هعد رسمي,0.0
11304,نسيم كميت عبدالرشيد,1.0
29409,أنواض رنيم طاهح,0.0
10227,ماهرة عبدالصمد ساري,1.0
4528,رأفت أزور مكين,1.0
5773,نواف منعم رفاعة,1.0
26446,آي حغبل رزان,0.0
22781,عصام شهم ؤيب,0.0
7476,مظفر مغوار قسام,1.0
25196,سبيعة أسارير صفا,0.0
8874,تامر شفيع عبدالحي,1.0
30084,حنفل السيد زبيب,0.0
30579,ريحانف جعفر احراهيم,0.0
5487,نورس نذير إيهاب,1.0
29134,لميح حوراء مجيد,0.0
27856,عاام مبدي نضال,0.0
23536,بمزي ليان صادآ,0.0
8157,ناصيف ربيع سويد,1.0
29670,عهود غيى بارعة,0.0
9655,قسيم صمصام منهل,1.0
19135,مزيه براء حمدنن,0.0
9759,أفكار ذياب شفيع,1.0
5328,حكمت ضاوي عراب,1.0
15768,وهبة نجيبة معحب,0.0
11921,إسراء حواس عبدالفتاح,1.0
10934,حمدان المثنى عدي,1.0
18642,عقال كلاب عةت,0.0
21548,عايض مكتوم ريناد,0.0
30457,رهام راجي اغنشار,0.0
8547,شهيد ميثم عليان,1.0
26049,عبدالخالل معطي قابوس,0.0
8772,رزينة رائض ناشئ,1.0
28781,هنف مجيب شيهانة,0.0
2087,ظبية جندل عدنان,1.0
9080,حسين بشير سرور,1.0
682,البتول حزم خليفة,1.0
15274,تغلب عبدالقادر معاوية,1.0
27647,أضيم تماثر خاتمة,0.0
25612,بغر فاخر لبيد,0.0
14521,ذياب ناصيف يوسف,1.0
13671,فضيل عبدالمجيد معطي,1.0
2895,مناحي ثروت سطام,1.0
5381,اسلم ضرار أرقم,1.0
7116,رحاب عقيل عطاء,1.0
11448,مزينة حسنين مسعود,1.0
31678,إكلآل معصومة ابتهاج,0.0
29271,ةامي نيهية منى,0.0
24964,سرهج مجيب عبدالوهتب,0.0
18835,نجيحة ردينة أميذ,0.0
1269,باسط مرتجى راجح,1.0
24957,نجماء عكب ولاء الدين,0.0
23386,رافقة إعقوب ناصر الدين,0.0
9870,هيفاء دعيج شادي,1.0
18945,ذبيانة ميشاء قثم,0.0
21552,طهمي رغيب غلاب,0.0
21715,سفيطنة خالص أنهر,0.0
23278,ترأي مقرن أغآريد,0.0
942,ظافر خلف جودة,1.0
13294,مرهفة عبدالجبار أسامة,1.0
4889,أكثم حسنين نزار,1.0
29242,فارض عافض فارع,0.0
26878,زاءر معتصم عبئدة,0.0
31592,حنادي طخعت سهنل,0.0
9145,حسناء عبدالحي عبدالمجيد,1.0
21128,غاطر مناحي هائلة,0.0
29985,أوجع قاهر رنا,0.0
1282,ماريا معروف سيف,1.0
24752,عليم أميظ قثم,0.0
788,كاملة عبدالجميل نامي,1.0
30583,كرعم صائنة بورهان,0.0
28670,ذبيان قادم جرسي,0.0
4923,إسماعيل فيضي أشجع,1.0
15099,رهيفة مبارك جمال,1.0
18259,مجيق جويرية عايض,0.0
18526,نظمي ساهدة غغار,0.0
15310,أحنف معن محبوب,1.0
27914,كعلوف تقئ هيام,0.0
11932,نمر عزيز المثنى,1.0
2338,داود رافع ناظم,1.0
6226,نشوة عبدالملك كاسب,1.0
14146,غزل غلاب عويس,1.0
4211,مروة معاوية زاهي,1.0
6835,صقر مطاع مجاور,1.0
14206,مقبلة جنادة ضاهر,1.0
7628,حفصة جرير أدغم,1.0
29938,عزظ نضير أريج,0.0
21424,جوءي وانيا مدثر,0.0
21602,حنؤل جبلة مشرف,0.0
31335,تيسير بشرى فضزل,0.0
27948,وليد تؤسير روز,0.0
17030,أماني فتوي امال,0.0
9073,هود مدرك معمر,1.0
29742,عياش ريهام منتار,0.0
2167,نضير مجاور جواد,1.0
5892,غياث جرجس سرمد,1.0
23230,شجهن نجدة عريب,0.0
6203,رافقة نوري أوس,1.0
3615,بارزة ساعف مشاري,1.0
21161,خليف سعاد حناح,0.0
4343,قاسم سلام معصوم,1.0
7405,سعود عقل أخزم,1.0
22630,نزيه جهاد كؤمل,0.0
27760,فهيم إضا وعد,0.0
27673,باسلة حسندء معن,0.0
21381,إأدام قداح طلعت,0.0
12414,ضياء رضوان سفيان,1.0
11903,راجي سمعان أمين,1.0
12200,فضل رائض غسان,1.0
10020,إبراهيم جعفر كنان,1.0
27447,رأمون بائقة سلمة,0.0
19925,صبران صفوت بكري,0.0
21547,رزيغة عجاج حسننن,0.0
21904,عخب كاملة بارزة,0.0
3046,إياد فخر غافر,1.0
11385,مجيبة رزق فتحي,1.0
22934,محسن نادنن جرير,0.0
3964,راغبة شعيب جمعة,1.0
18837,سعود لطىفة لجينة,0.0
12263,دينا سامح نشأت,1.0
3043,حمد مصباح محيا,1.0
29893,سيلين أخوب أروى,0.0
15961,رضوان ذريد بكنر,0.0
29561,صالدة شجاع راتبي,0.0
8650,مرداس نضير عيضة,1.0
29894,جسم عيدة عنترة,0.0
9516,عبادة أرغد عبدالحق,1.0
111,أوس ضيف شامخ,1.0
